interaction_id,target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
7689,GABAA receptor ρ1 subunit,,GABRR1,P24046,ENSG00000146276,,,,,,,Human,piperidine-4-sulphonic acid,,,,,Antagonist,Antagonist,,Non-selective,f,f,,-,,,,-,,,,=,,GABA site,,
7690,GABAA receptor ρ1 subunit,,GABRR1,P24046,ENSG00000146276,,,,,,,Human,TPMPA,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,GABA site,,
7691,GABAA receptor ρ1 subunit,,GABRR1,P24046,ENSG00000146276,,,,,,,Human,picrotoxin,,,,,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
7692,GABAA receptor ρ1 subunit,,GABRR1,P24046,ENSG00000146276,,,,,,,Human,TBPS,,,,,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
7693,GABAA receptor ρ2 subunit,,GABRR2,P28476,ENSG00000111886,,,,,,,Human,5-Me-IAA,,,,,Agonist,Full agonist,,Selective,f,f,,-,,,,-,,,,=,,GABA site,,
7694,GABAA receptor ρ2 subunit,,GABRR2,P28476,ENSG00000111886,,,,,,,Human,(±)-cis-2-CAMP,,,,,Agonist,Full agonist,,Selective,f,f,,-,,,,-,,,,=,,GABA site,,
7695,GABAA receptor ρ2 subunit,,GABRR2,P28476,ENSG00000111886,,,,,,,Human,isoguvacine,,,,,Agonist,Partial agonist,,Non-selective,f,f,,-,,,,-,,,,=,,GABA site,,
7696,GABAA receptor ρ2 subunit,,GABRR2,P28476,ENSG00000111886,,,,,,,Human,muscimol,,,,,Agonist,Partial agonist,,Non-selective,f,f,,-,,,,-,,,,=,,GABA site,,
7697,GABAA receptor ρ2 subunit,,GABRR2,P28476,ENSG00000111886,,,,,,,Human,aza-THIP,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,GABA site,,
7698,GABAA receptor ρ2 subunit,,GABRR2,P28476,ENSG00000111886,,,,,,,Human,gaboxadol,,,,,Antagonist,Antagonist,,Non-selective,f,f,,-,,,,-,,,,=,,GABA site,,
7699,GABAA receptor ρ2 subunit,,GABRR2,P28476,ENSG00000111886,,,,,,,Human,cis-3-ACPBPA,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,GABA site,,
7700,GABAA receptor ρ2 subunit,,GABRR2,P28476,ENSG00000111886,,,,,,,Human,isonipecotic acid,,,,,Antagonist,Antagonist,,Non-selective,f,f,,-,,,,-,,,,=,,GABA site,,
7701,GABAA receptor ρ2 subunit,,GABRR2,P28476,ENSG00000111886,,,,,,,Human,trans-3-ACPBPA,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,GABA site,,
7702,GABAA receptor ρ2 subunit,,GABRR2,P28476,ENSG00000111886,,,,,,,Human,piperidine-4-sulphonic acid,,,,,Antagonist,Antagonist,,Non-selective,f,f,,-,,,,-,,,,=,,GABA site,,
7703,GABAA receptor ρ2 subunit,,GABRR2,P28476,ENSG00000111886,,,,,,,Human,TPMPA,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,GABA site,,
7704,GABAA receptor ρ2 subunit,,GABRR2,P28476,ENSG00000111886,,,,,,,Human,picrotoxin,,,,,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
7705,GABAA receptor ρ2 subunit,,GABRR2,P28476,ENSG00000111886,,,,,,,Human,TBPS,,,,,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
7706,GABAA receptor ρ3 subunit,,GABRR3,A8MPY1,ENSG00000183185,,,,,,,Human,5-Me-IAA,,,,,Agonist,Full agonist,,Selective,f,f,,-,,,,-,,,,=,,GABA site,,
7707,GABAA receptor ρ3 subunit,,GABRR3,A8MPY1,ENSG00000183185,,,,,,,Human,(±)-cis-2-CAMP,,,,,Agonist,Full agonist,,Selective,f,f,,-,,,,-,,,,=,,GABA site,,
7708,GABAA receptor ρ3 subunit,,GABRR3,A8MPY1,ENSG00000183185,,,,,,,Human,isoguvacine,,,,,Agonist,Partial agonist,,Non-selective,f,f,,-,,,,-,,,,=,,GABA site,,
7709,GABAA receptor ρ3 subunit,,GABRR3,A8MPY1,ENSG00000183185,,,,,,,Human,muscimol,,,,,Agonist,Partial agonist,,Non-selective,f,f,,-,,,,-,,,,=,,GABA site,,
7710,GABAA receptor ρ3 subunit,,GABRR3,A8MPY1,ENSG00000183185,,,,,,,Human,aza-THIP,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,GABA site,,
7711,GABAA receptor ρ3 subunit,,GABRR3,A8MPY1,ENSG00000183185,,,,,,,Human,gaboxadol,,,,,Antagonist,Antagonist,,Non-selective,f,f,,-,,,,-,,,,=,,GABA site,,
7712,GABAA receptor ρ3 subunit,,GABRR3,A8MPY1,ENSG00000183185,,,,,,,Human,cis-3-ACPBPA,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,GABA site,,
7713,GABAA receptor ρ3 subunit,,GABRR3,A8MPY1,ENSG00000183185,,,,,,,Human,isonipecotic acid,,,,,Antagonist,Antagonist,,Non-selective,f,f,,-,,,,-,,,,=,,GABA site,,
7714,GABAA receptor ρ3 subunit,,GABRR3,A8MPY1,ENSG00000183185,,,,,,,Human,trans-3-ACPBPA,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,GABA site,,
7715,GABAA receptor ρ3 subunit,,GABRR3,A8MPY1,ENSG00000183185,,,,,,,Human,piperidine-4-sulphonic acid,,,,,Antagonist,Antagonist,,Non-selective,f,f,,-,,,,-,,,,=,,GABA site,,
7716,GABAA receptor ρ3 subunit,,GABRR3,A8MPY1,ENSG00000183185,,,,,,,Human,TPMPA,,,,,Antagonist,Antagonist,,Selective,f,f,,-,,,,-,,,,=,,GABA site,,
7717,GABAA receptor ρ3 subunit,,GABRR3,A8MPY1,ENSG00000183185,,,,,,,Human,picrotoxin,,,,,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
7718,GABAA receptor ρ3 subunit,,GABRR3,A8MPY1,ENSG00000183185,,,,,,,Human,TBPS,,,,,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
7719,GABAA receptor θ subunit,,GABRQ,Q9UN88,ENSG00000147402,,,,,,,Human,picrotoxin,,,,,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
7720,GABAA receptor θ subunit,,GABRQ,Q9UN88,ENSG00000147402,,,,,,,Human,TBPS,,,,,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
7721,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,3-APPA,,,,,Agonist,Agonist,,Not Determined,f,f,,pIC50,,,,-,,,,=,,,,9069281
7722,GABAB1,,GABBR1,Q9UBS5,ENSG00000232632,,,,,,,Human,lesogaberan,,,,,Agonist,Agonist,,Not Determined,f,t,,pEC50,,,,EC50,,,,=,,,,
7723,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,(-)-baclofen,,,,,Agonist,Full agonist,,,f,,,pIC50,,,,-,,,,=,,,,9069281
7724,GABAB1,,GABBR1,Q9UBS5,ENSG00000232632,,,,,,,Human,CGP 47656,,,,,Agonist,Full agonist,,,f,,,pIC50,,,,,,,,,,,,9069281
7725,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,GABA,,,,,Agonist,Full agonist,,,t,,,pIC50,,,,,,,,,,,,9069281
7726,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,2-hydroxy-saclofen,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,9069281
7727,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,CGP 35348,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,-,,,,=,,,,9069281|7650685
7728,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,CGP 54626A,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,9069281
7729,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,CGP 56999A,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,9069281
7730,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,CGP 62349,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,-,,,,=,,,,9069281
7731,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,CGP 64213,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,9069281
7732,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,CGP 71872,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,9069281
7733,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,saclofen,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,9069281
7734,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,SCH 50911,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,-,,,,=,,,,7562513
7735,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,[125I]CGP 64213,,,,,Antagonist,Antagonist,,,f,,,pKd,,,,,,,,,,,,9069281
7736,GABAB1,,Gabbr1,Q9Z0U4,ENSRNOG00000000774,,,,,,,Rat,[125I]CGP 71872,,,,,Antagonist,Antagonist,,,f,,,pKd,,,,,,,,,,,,9069281
7737,GABAB2,,Gabbr2,O88871,ENSRNOG00000008431,,,,,,,Rat,CGP7930,,,,,Allosteric modulator,Positive,,,f,,,pEC50,,,,,,,,,,,,15126507|11641424
7738,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,3-APPA,,,,,Agonist,Agonist,,Not Determined,f,f,,pIC50,,,,-,,,,=,,,,
7739,GABAB receptor,,,,,,,,,,,None,[3H](R)-(-)-baclofen,,,,,Agonist,Agonist,,Not Determined,f,f,,-,,,,-,,,,=,,,,
7740,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,3-APMPA,,,,,Agonist,Full agonist,,,f,,,pIC50,,,,,,,,,,,,
7741,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,3-APMPA,,,,,Agonist,Full agonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,11082110
7742,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,3-APPA,,,,,Agonist,Full agonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,12663046
7743,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,baclofen,,,,,Agonist,Full agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,11082110|12663046
7744,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,(-)-baclofen,,,,,Agonist,Full agonist,,Not Determined,f,f,,pIC50,,,,-,,,,=,,,,
7745,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,CGP 44532,,,,,Agonist,Full agonist,,Not Determined,f,,,pIC50,,,,-,,,,=,,,,
7746,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,GABA,,,,,Agonist,Full agonist,,Not Determined,t,,,pIC50,,,,-,,,,=,,,,
7747,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,GABA,,,,,Agonist,Full agonist,,,t,,,pKi,,,,,,,,,,,,11082110|12663046
7748,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,compound 14 [PMID: 25050158],,,,,Allosteric modulator,Negative,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Negative modulation of GABA-induced IP3 production.,,,25050158
7749,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,CGP7930,,,,,Allosteric modulator,Positive,,Not Determined,f,f,,-,,,,-,,,,=,,,,11641424
7750,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,GS39783,,,,,Allosteric modulator,Positive,,Not Determined,f,f,,pKB,,,,-,,,,=,,,,12954816|29514854
7751,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,rac-BHFF,,,,,Allosteric modulator,Positive,,Not Determined,f,f,,pEC50,,,,EC50,,,,=,,,,18536733
7752,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,2-hydroxy-saclofen,,,,,Antagonist,Antagonist,,Not Determined,f,,,pIC50,,,,-,,,,=,,,,9069281
7753,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,CGP 35348,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,12037141
7754,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,CGP 35348,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,11082110
7755,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,CGP 36742,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,12037141
7756,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,CGP 46381,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,11082110
7757,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,CGP 54626A,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,11082110|12663046
7758,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,CGP 55845,,,,,Antagonist,Antagonist,,Not Determined,f,,,pIC50,,,,-,,,,=,,,,12037141
7759,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,CGP 55845,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,11082110
7760,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,CGP 62349,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,11082110|12663046
7761,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,phaclofen,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,12037141
7762,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,phaclofen,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,11082110
7763,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,saclofen,,,,,Antagonist,Antagonist,,,f,,,pKi,,,,,,,,,,,,11082110|12663046
7764,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,saclofen,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,12037141
7765,GABAB receptor,,GABBR1|GABBR2|KCTD16|KCTD8|KCTD12,Q9UBS5|O75899|Q6ZWB6|Q96CX2|Q68DU8,ENSG00000232632|ENSG00000136928|ENSG00000183783|ENSG00000178695|ENSG00000183775,,,,,,,Human,SCH 50911,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,11082110|12663046
7766,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,SCH 50911,,,,,Antagonist,Antagonist,,,f,,,pIC50,,,,,,,,,,,,7562513
7767,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,[125I]CGP 64213,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,10692480
7768,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,[125I]CGP 71872,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,9069281
7769,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,[3H]CGP 54626,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,9872315
7770,GABAB receptor,,Gabbr1|Gabbr2|Kctd16|Kctd8|Kctd12,O88871|Q9Z0U4,ENSRNOG00000008431|ENSRNOG00000000774|ENSRNOG00000026472|ENSRNOG00000024294|ENSRNOG00000021008,,,,,,,Rat,[3H]CGP 62349,,,,,Antagonist,Antagonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,10521582
7771,GAL1 receptor,,Galr1,Q62805,ENSRNOG00000016654,,,,,,,Rat,alarin,,Galp,Rat,,Agonist,Agonist,,Not Determined,f,,,pIC50,,,,IC50,,,,>,,,,20880399
7772,GAL1 receptor,,Galr1,Q62805,ENSRNOG00000016654,,,,,,,Rat,galanin(10-29) (pig),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,>,,,,8750821
7773,GAL1 receptor,,Galr1,P56479,ENSMUSG00000024553,,,,,,,Mouse,galanin(10-29) (rat/mouse),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,>,,,,9832122
7774,GAL1 receptor,,GALR1,P47211,ENSG00000166573,,,,,,,Human,galanin(1-11),,,,,Agonist,Agonist,,Not Determined,f,,,pIC50,,,,IC50,,,,=,,,,11481429
7775,GAL1 receptor,,Galr1,Q62805,ENSRNOG00000016654,,,,,,,Rat,galanin(1-13)amide,,,,,Agonist,Agonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,8738882
7776,GAL1 receptor,,Galr1,Q62805,ENSRNOG00000016654,,,,,,,Rat,galanin(1-15),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,9305929|8750821
7777,GAL1 receptor,,GALR1,P47211,ENSG00000166573,,,,,,,Human,galanin(1-15),,,,,Agonist,Agonist,,Not Determined,f,,,pIC50,,,,IC50,,,,=,,,,9685625
7778,GAL1 receptor,,GALR1,P47211,ENSG00000166573,,,,,,,Human,galanin(1-16) (rat/mouse/pig),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,9808667|9880084|7524088|19053761
7779,GAL1 receptor,,Galr1,Q62805,ENSRNOG00000016654,,,,,,,Rat,galanin(1-16) (rat/mouse/pig),,,,,Agonist,Agonist,,Not Determined,f,,,pIC50,,,,IC50,,,,=,,,,9168941|9108306
7780,GAL1 receptor,,Galr1,P56479,ENSMUSG00000024553,,,,,,,Mouse,galanin(1-16) (rat/mouse/pig),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,9271210|9832122
7781,GAL1 receptor,,GALR1,P47211,ENSG00000166573,,,,,,,Human,galanin(1-16) (rat/mouse/pig),,,,,Agonist,Agonist,,Not Determined,f,,,pIC50,,,,IC50,,,,=,,,,9168941|9685625
7782,GAL1 receptor,,Galr1,Q62805,ENSRNOG00000016654,,,,,,,Rat,galanin(1-16) (rat/mouse/pig),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,9305929|9722565|9281594|8750821|8562318|9405385|9742938
7783,GAL1 receptor,,GALR1,P47211,ENSG00000166573,,,,,,,Human,galanin(1-19) (human),,,,,Agonist,Agonist,,Not Determined,f,,,pIC50,,,,IC50,,,,=,,,,9168941
7784,GAL1 receptor,,Galr1,Q62805,ENSRNOG00000016654,,,,,,,Rat,galanin(1-19) (human),,,,,Agonist,Agonist,,Not Determined,f,,,pIC50,,,,IC50,,,,=,,,,9168941
7785,GAL1 receptor,,GALR1,P47211,ENSG00000166573,,,,,,,Human,galanin(2-11),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,>,,,,15944002
7786,GAL1 receptor,,GALR1,P47211,ENSG00000166573,,,,,,,Human,galanin(2-11),,,,,Agonist,Agonist,,Not Determined,f,,,pIC50,,,,IC50,,,,=,,,,11481429
7787,GAL1 receptor,,GALR1,P47211,ENSG00000166573,,,,,,,Human,galanin(2-30) (human),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,11983932
7788,GAL1 receptor,,Galr1,Q62805,ENSRNOG00000016654,,,,,,,Rat,galanin(3-29) (pig),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,>,,,,9305929|9722565|8750821|8562318
7789,GAL1 receptor,,GALR1,P47211,ENSG00000166573,,,,,,,Human,galanin(3-29) (pig),,,,,Agonist,Agonist,,Not Determined,f,,,pIC50,,,,IC50,,,,>,,,,9685625
7790,GAL1 receptor,,GALR1,P47211,ENSG00000166573,,,,,,,Human,galanin(3-29) (pig),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,>,,,,9880084|7524088
7791,GAL1 receptor,,Galr1,Q62805,ENSRNOG00000016654,,,,,,,Rat,galanin(3-29) (rat/mouse),,,,,Agonist,Agonist,,Not Determined,f,,,pIC50,,,,IC50,,,,>,,,,9168941|9108306
7792,GAL1 receptor,,Galr1,Q62805,ENSRNOG00000016654,,,,,,,Rat,galanin(3-29) (rat/mouse),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,>,,,,9405385|9742938
7793,GAL1 receptor,,GALR1,P47211,ENSG00000166573,,,,,,,Human,galanin(3-29) (rat/mouse),,,,,Agonist,Agonist,,Not Determined,f,,,pIC50,,,,IC50,,,,>,,,,9168941
7794,GAL1 receptor,,Galr1,P56479,ENSMUSG00000024553,,,,,,,Mouse,galanin(3-29) (rat/mouse),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,>,,,,9832122
7795,GAL1 receptor,,GALR1,P47211,ENSG00000166573,,,,,,,Human,galanin(7-29) (pig),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,9880084
7796,GAL1 receptor,,Galr1,Q62805,ENSRNOG00000016654,,,,,,,Rat,galanin(7-29) (pig),,,,,Agonist,Agonist,,Not Determined,f,,,pKi,,,,Ki,,,,=,,,,9722565
