interaction_id,target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,approved_drug,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
10562,Interleukin-36 receptor,,IL1RAP|IL1RL2,Q9NPH3|Q9HB29,ENSG00000115598|ENSG00000196083,,,,,,,Human,IL-36γ,,IL36G,Human,,f,Agonist,Agonist,,Not Determined,t,,,-,,,,-,,,,=,,,,
10563,Interleukin-36 receptor,,IL1RAP|IL1RL2,Q9NPH3|Q9HB29,ENSG00000115598|ENSG00000196083,,,,,,,Human,IL-36 receptor antagonist,,IL36RN,Human,,f,Antagonist,Antagonist,,Not Determined,t,f,,-,,,,-,,,,=,,,,
10564,Interleukin-3 receptor,,IL3RA|CSF2RB,P32927|P26951,ENSG00000185291|ENSG00000100368,,,,,,,Human,IL-3,,IL3,Human,,f,Agonist,Agonist,,Not Determined,t,,,-,,,,-,,,,=,,,,
10565,"Interleukin 3 receptor, α subunit",,IL3RA,P26951,ENSG00000185291,,,,,,,Human,IL-3,,IL3,Human,,f,Agonist,Agonist,,Non-selective,t,,,-,,,,,,,,,,,,
10566,Interleukin-4 receptor subunit α,,IL4R,P24394,ENSG00000077238,,,,,,,Human,dupilumab,,,,,t,Antibody,Binding,,Selective,f,t,,pIC50,,,,IC50,,,,=,Value derived from an ELISA-based solution competition assay.,,,
10567,Interleukin-4 receptor type I,,IL2RG|IL4R,P31785|P24394,ENSG00000077238|ENSG00000147168,,,,,,,Human,IL-4,,IL4,Human,,f,Agonist,Agonist,,Not Determined,t,,,-,,,,-,,,,=,,,,
10568,Interleukin-4 receptor type II,,IL13RA1|IL4R,P24394|P78552,ENSG00000077238|ENSG00000131724,,,,,,,Human,IL-13,,IL13,Human,,f,Agonist,Agonist,,Not Determined,t,,,-,,,,-,,,,=,,,,
10569,Interleukin-4 receptor type II,,IL13RA1|IL4R,P24394|P78552,ENSG00000077238|ENSG00000131724,,,,,,,Human,IL-4,,IL4,Human,,f,Agonist,Agonist,,Not Determined,t,,,-,,,,-,,,,=,,,,
10570,Interleukin-5 receptor,,IL5RA|CSF2RB,P32927|Q01344,ENSG00000091181|ENSG00000100368,,,,,,,Human,IL-5,,IL5,Human,,f,Agonist,Agonist,,Not Determined,t,,,-,,,,-,,,,=,,,,
10571,Interleukin-5 receptor,,IL5RA|CSF2RB,P32927|Q01344,ENSG00000091181|ENSG00000100368,,,,,,,Human,YM90709,,,,,f,Antagonist,Antagonist,,Selective,f,,,-,,,,-,,,,=,,,,12469943
10572,"Interleukin 5 receptor, α subunit",,IL5RA,Q01344,ENSG00000091181,,,,,,,Human,IL-5,,IL5,Human,,f,Agonist,Agonist,,Non-selective,t,,,-,,,,,,,,,,,,
10573,"Interleukin 5 receptor, α subunit",,IL5RA,Q01344,ENSG00000091181,,,,,,,Human,benralizumab,,,,,t,Antibody,Binding,,Selective,f,f,,pKd,,,,Kd,,,,=,,,,
10574,Interleukin-6 receptor,,IL6ST|IL6R,P40189|P08887,ENSG00000160712|ENSG00000134352,,,,,,,Human,IL-6,,IL6,Human,,f,Agonist,Agonist,"Murine NIH/3T3 fibroblasts with human IL6R  exhibited a single class of binding sites for 125I-labeled recombinant human interleukin-6 (125I-rhIL-6) (Kd = 440 pM, 20,000 receptors per cell).",Not Determined,t,t,,pKd,,,,Kd,,,,=,,,,1995637
10575,Interleukin-6 receptor,,IL6ST|IL6R,P40189|P08887,ENSG00000160712|ENSG00000134352,,,,,,,Human,satralizumab,,,,,t,Antibody,Binding,,Selective,f,t,,pKd,,,,Kd,,,,=,,,,
10576,Interleukin-6 receptor,,IL6ST|IL6R,P40189|P08887,ENSG00000160712|ENSG00000134352,,,,,,,Human,tocilizumab,,,,,t,Antibody,Binding,,Selective,f,t,,pKd,,,,Kd,,,,=,,,,
10577,Interleukin-6 receptor,,IL6ST|IL6R,P40189|P08887,ENSG00000160712|ENSG00000134352,,,,,,,Human,vobarilizumab,,,,,f,Antibody,Binding,,Selective,f,t,,pKd,,,,Kd,,,,=,,,,25994180
10578,"Interleukin-6 receptor, α subunit",,IL6R,P08887,ENSG00000160712,,,,,,,Human,IL-6,,IL6,Human,,f,Agonist,Agonist,"IL6R) expressed stably in murine NIH/3T3 fibroblasts.exhibited a single class of binding sites for 125I-labeled recombinant human interleukin-6 (125I-rhIL-6) (Kd = 440 pM, 20,000 receptors per cell).",Selective,t,t,,pKd,,,,Kd,,,,=,,,,1995637
10579,"Interleukin-6 receptor, α subunit",,IL6R,P08887,ENSG00000160712,,,,,,,Human,sarilumab,,,,,t,Antibody,Binding,,Not Determined,f,t,,pKd,,,,Kd,,,,=,Dissociation equilibrium constant calculated using two different assay methods (kinetic vs. equilibrium/solution),,,
10580,Interleukin-7 receptor,,IL2RG|IL7R,P31785|P16871,ENSG00000168685|ENSG00000147168,,,,,,,Human,IL-7,,IL7,Human,,f,Agonist,Agonist,,Not Determined,t,,,-,,,,-,,,,=,,,,
10581,Interleukin-7 receptor subunit α,,IL7R,P16871,ENSG00000168685,,,,,,,Human,OSE-127,,,,,f,Antibody,Antagonist,,Selective,f,t,,pEC50,,,,EC50,,,,~,In an ELISA binding assay.,,,
10582,Interleukin-9 receptor,,IL2RG|IL9R,P31785|Q01113,ENSG00000124334|ENSG00000147168,,,,,,,Human,IL-9,,IL9,Human,,f,Agonist,Agonist,,Not Determined,t,,,-,,,,-,,,,=,,,,
10583,P2RY10,,P2RY10,O00398,ENSG00000078589,,,,,,,Human,LPA,,,,,f,Agonist,Agonist,,Selective,t,,,pEC50,,,,-,,,,=,,,,18466763
10584,P2RY10,,P2RY10,O00398,ENSG00000078589,,,,,,,Human,sphingosine 1-phosphate,,,,,f,Agonist,Agonist,,Selective,t,,,pEC50,,,,-,,,,=,,,,18466763
10585,P2RY10,,P2RY10,O00398,ENSG00000078589,,,,,,,Human,dioctanoylglycerol pyrophosphate,,,,,f,Antagonist,Antagonist,,Not Determined,f,,,-,,,,,,,,,,,,18466763
10586,P2RY10,,P2RY10,O00398,ENSG00000078589,,,,,,,Human,JTE-013,,,,,f,Antagonist,Antagonist,,Not Determined,f,,,-,,,,,,,,,,,,18466763
10587,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,beraprost,,,,,f,Agonist,Agonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,17545310
10588,IP receptor,,Ptgir,P43253,ENSRNOG00000016756,,,,,,,Rat,beraprost,,,,,f,Agonist,Agonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,17545310
10589,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,esuberaprost,,,,,f,Agonist,Agonist,,Selective,f,t,,pKd,,,,Kd,,,,=,,,,2665758
10590,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,PGI2,,,,,t,Agonist,Agonist,,Not Determined,t,f,,pKi,,,,Ki,,,,=,,,,372237
10591,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,selexipag,,,,,t,Agonist,Agonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,17545310
10592,IP receptor,,Ptgir,P43253,ENSRNOG00000016756,,,,,,,Rat,selexipag,,,,,t,Agonist,Agonist,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,17545310
10593,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,AFP-07,,,,,f,Agonist,Full agonist,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,9112287
10594,IP receptor,,Ptgir,P43252,ENSMUSG00000043017,,,,,,,Mouse,beraprost,,,,,f,Agonist,Full agonist,,Not Determined,f,f,,pKi,,,,-,,,,=,,,,9313928
10595,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,BMY 45778,,,,,f,Agonist,Full agonist,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,9156364
10596,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,butaprost (free acid form),,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10634944
10597,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,carbacyclin,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10634944
10598,IP receptor,,Ptgir,P43252,ENSMUSG00000043017,,,,,,,Mouse,carbacyclin,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9313928
10599,IP receptor,,Ptgir,P43252,ENSMUSG00000043017,,,,,,,Mouse,cicaprost,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9313928
10600,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,cicaprost,,,,,f,Agonist,Full agonist,,Selective,f,f,,pKi,,,,-,,,,=,,,,10634944
10601,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,EP 157,,,,,f,Agonist,Full agonist,,Not Determined,f,,,pIC50,,,,IC50,,,,=,,,,3026540
10602,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,FK-788,,,,,f,Agonist,Full agonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,15914004
10603,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,FR181157,,,,,f,Agonist,Full agonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,16837197
10604,IP receptor,,Ptgir,P43252,ENSMUSG00000043017,,,,,,,Mouse,iloprost,,,,,t,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9313928
10605,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,iloprost,,,,,t,Agonist,Full agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,16604093|10634944
10606,IP receptor,,Ptgir,P43252,ENSMUSG00000043017,,,,,,,Mouse,isocarbacyclin,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9313928
10607,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,MRE-269,,,,,f,Agonist,Full agonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,17545310|23850788
10608,IP receptor,,Ptgir,P43253,ENSRNOG00000016756,,,,,,,Rat,MRE-269,,,,,f,Agonist,Full agonist,,Selective,f,f,,pKi,,,,Ki,,,,=,,,,17545310
10609,IP receptor,,Ptgir,P43252,ENSMUSG00000043017,,,,,,,Mouse,ONO-1301,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,9313928
10610,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,PGE1,,,,,t,Agonist,Full agonist,,Not Determined,t,f,,pKi,,,,Ki,,,,=,,,,11454473|17704830
10611,IP receptor,,Ptgir,P43252,ENSMUSG00000043017,,,,,,,Mouse,PGE1,,,,,t,Agonist,Full agonist,,,t,,,pKi,,,,,,,,,,,,9313928
10612,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,[3H]iloprost,,,,,f,Agonist,Full agonist,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,16604093|10634944|7512962|22480736
10613,IP receptor,,Ptgir,P43252,ENSMUSG00000043017,,,,,,,Mouse,[3H]iloprost,,,,,f,Agonist,Full agonist,,,f,,,pKd,,,,,,,,,,,,7511597
10614,IP receptor,,Ptgir,P43253,ENSRNOG00000016756,,,,,,,Rat,[3H]iloprost,,,,,f,Agonist,Full agonist,,Not Determined,f,f,,pKd,,,,-,,,,=,,,,7803522
10615,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,taprostene,,,,,f,Agonist,Full agonist,,,f,,,pIC50,,,,,,,,,,,,9156364
10616,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,TEI-9063,,,,,f,Agonist,Full agonist,,,f,,,pIC50,,,,,,,,,,,,9156364
10617,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,treprostinil,,,,,t,Agonist,Full agonist,,Not Determined,f,t,,pEC50,,,,-,,,,=,,,,22480736
10618,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,treprostinil,,,,,t,Agonist,Full agonist,,Not Determined,f,t,,pKi,,,,-,,,,=,,,,22480736
10619,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,U46619,,,,,f,Agonist,Full agonist,,,f,,,pKi,,,,,,,,,,,,10634944
10620,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,taprostene,,,,,f,Agonist,Partial agonist,,Not Determined,f,,,pKd,,,,Kd,,,,=,,,,22480736
10621,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,BAY-73-1449,,,,,f,Antagonist,Antagonist,,Not Determined,f,,,pIC50,,,,IC50,,,,<,,,,18603238
10622,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,RO1138452,,,,,f,Antagonist,Antagonist,,Selective,f,f,,pKi,,,,-,,,,=,,,,16331286
10623,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,RO1138452,,,,,f,Antagonist,Antagonist,,Selective,f,f,,pA2,,,,-,,,,=,,,,16331286|21549696
10624,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,RO3244794,,,,,f,Antagonist,Antagonist,,Selective,f,f,,pA2,,,,-,,,,=,,,,16331286
10625,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,RO3244794,,,,,f,Antagonist,Antagonist,,Not Determined,f,,,pKi,,,,-,,,,=,,,,16331286
10626,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,RO3244794,,,,,f,Antagonist,Antagonist,,Not Determined,f,,,pKB,,,,-,,,,=,,,,19880449|21173040
10627,IP receptor,,PTGIR,P43119,ENSG00000160013,,,,,,,Human,TG6-129,,,,,f,Antagonist,Antagonist,,Not Determined,f,f,,pKB,,,,KB,,,,=,,,,23914286
10628,IP3 kinase A,,ITPKA,P23677,ENSG00000137825,,,,,,,Human,GNF362,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,26121493
10629,IP3 kinase B,,ITPKB,P27987,ENSG00000143772,,,,,,,Human,GNF362,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,26121493
10630,IP3 kinase C,,ITPKC,Q96DU7,ENSG00000086544,,,,,,,Human,GNF362,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,26121493
10631,IP3R1,,ITPR1,Q14643,ENSG00000150995,,,,,,,Human,adenophostin A,,,,,f,Activator,None,pharmacological; nM range,Non-selective,f,,,-,,,,,,,,,,,,
10632,IP3R1,,ITPR1,Q14643,ENSG00000150995,,,,,,,Human,ATP,,,,,f,Activator,None,< mM range,Non-selective,t,,,-,,,,-,,,,=,,,cytosolic,
10633,IP3R1,,ITPR1,Q14643,ENSG00000150995,,,,,,,Human,Ca2+,,,,,f,Activator,None,,Non-selective,t,,<750,-,,,,-,,,,=,,,cytosolic,
10634,IP3R1,,ITPR1,Q14643,ENSG00000150995,,,,,,,Human,"inositol 2,4,5-trisphosphate",,,,,f,Activator,None,pharmacological; also activated by other InsP3 analogues,Non-selective,f,,,-,,,,,,,,,,,,
10635,IP3R1,,ITPR1,Q14643,ENSG00000150995,,,,,,,Human,IP3,,,,,f,Activator,None,endogenous; nM - μM range,Non-selective,t,,,-,,,,,,,,,,,,
10636,IP3R1,,ITPR1,Q14643,ENSG00000150995,,,,,,,Human,caffeine,,,,,t,Antagonist,Antagonist,mM range,Non-selective,f,,,-,,,,,,,,,,,,
10637,IP3R1,,ITPR1,Q14643,ENSG00000150995,,,,,,,Human,decavanadate,,,,,f,Antagonist,Antagonist,μM range,Non-selective,f,,,-,,,,,,,,,,,,
10638,IP3R1,,ITPR1,Q14643,ENSG00000150995,,,,,,,Human,PIP2,,,,,f,Antagonist,Antagonist,μM range,Non-selective,f,,,-,,,,,,,,,,,,
10639,IP3R1,,ITPR1,Q14643,ENSG00000150995,,,,,,,Human,xestospongin C,,,,,f,Antagonist,Antagonist,μM range,Non-selective,f,,,-,,,,,,,,,,,,
10640,IP3R2,,ITPR2,Q14571,ENSG00000123104,,,,,,,Human,adenophostin A,,,,,f,Activator,None,pharmacological; nM range,Non-selective,f,,,-,,,,,,,,,,,,
10641,IP3R2,,ITPR2,Q14571,ENSG00000123104,,,,,,,Human,Ca2+,,,,,f,Activator,None,nM range,Non-selective,t,,,-,,,,,,,,,,,cytosolic,
10642,IP3R2,,ITPR2,Q14571,ENSG00000123104,,,,,,,Human,"inositol 2,4,5-trisphosphate",,,,,f,Activator,None,pharmacological; also activated by other InsP3 analogues,Non-selective,f,,,-,,,,,,,,,,,,
10643,IP3R2,,ITPR2,Q14571,ENSG00000123104,,,,,,,Human,IP3,,,,,f,Activator,None,endogenous; nM - μM range,Non-selective,t,,,-,,,,,,,,,,,,
10644,IP3R2,,ITPR2,Q14571,ENSG00000123104,,,,,,,Human,decavanadate,,,,,f,Antagonist,Antagonist,μM range,Non-selective,f,,,-,,,,,,,,,,,,
10645,IP3R3,,ITPR3,Q14573,ENSG00000096433,,,,,,,Human,Ca2+,,,,,f,Activator,None,nM range,Non-selective,t,,,-,,,,,,,,,,,cytosolic,
10646,IP3R3,,ITPR3,Q14573,ENSG00000096433,,,,,,,Human,IP3,,,,,f,Activator,None,endogenous; nM - μM range,Non-selective,t,,,-,,,,,,,,,,,,
10647,IP3R3,,ITPR3,Q14573,ENSG00000096433,,,,,,,Human,decavanadate,,,,,f,Antagonist,Antagonist,μM range,Non-selective,f,,,-,,,,,,,,,,,,
10648,isocitrate dehydrogenase (NADP(+)) 1,,IDH1,O75874,ENSG00000138413,,,,,,,Human,AGI-5198,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,
10649,isocitrate dehydrogenase (NADP(+)) 1,,IDH1,O75874,ENSG00000138413,,,,,,,Human,ivosidenib,,,,,t,Inhibitor,Inhibition,,Selective,f,t,,-,,,,-,,,,=,,,,
10650,isocitrate dehydrogenase (NADP(+)) 1,,IDH1,O75874,ENSG00000138413,,,,,,,Human,olutasidenib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Inhibition of mutant IDH1 R132H and R132C in an enzymatic assay measuring inhibition of 2-HG production.,,,
10651,isocitrate dehydrogenase (NADP(+)) 1,,IDH1,O75874,ENSG00000138413,,,,,,,Human,vorasidenib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,-,,,,-,,,,=,Inhibits mutant IDH1.,,,32071674
10652,isocitrate dehydrogenase (NADP(+)) 2,,IDH2,P48735,ENSG00000182054,,,,,,,Human,enasidenib,,,,,t,Inhibitor,Binding,,Not Determined,f,f,,-,,,,-,,,,=,,,,
10653,isocitrate dehydrogenase (NADP(+)) 2,,IDH2,P48735,ENSG00000182054,,,,,,,Human,vorasidenib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,-,,,,-,,,,=,Inhibits mutant IDH2.,,,32071674
10654,isopentenyl-diphosphate Δ-isomerase 1,,IDI1,Q13907,ENSG00000067064,,,,,,,Human,NE21650,,,,,f,Inhibitor,Inhibition,,Not Determined,f,,,pIC50,,,,IC50,,,,~,in vitro inhibition assay,,,11785983
10655,TAAR3,,Taar3,Q5QD16,ENSMUSG00000069708,,,,,,,Mouse,isoamylamine,,,,,f,Agonist,Full agonist,,Not Determined,t,,,pEC50,,,,EC50,,,,=,,,,16878137
10656,TAAR4P ,,Taar4,Q5QD15,ENSMUSG00000069707,,,,,,,Mouse,β-phenylethylamine,,,,,f,Agonist,Agonist,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,16878137
10657,TAAR4P ,,Taar4,Q5QD15,ENSMUSG00000069707,,,,,,,Mouse,naphazoline,,,,,t,Agonist,Agonist,,Not Determined,f,,,-,,,,-,,,,=,,,,20559446
10658,TAAR4P ,,Taar4,Q5QD15,ENSMUSG00000069707,,,,,,,Mouse,xylometazoline,,,,,t,Agonist,Full agonist,,Not Determined,f,,,-,,,,-,,,,=,,,,20559446
10659,TAAR4P ,,Taar4,Q923Y7,ENSRNOG00000029877,,,,,,,Rat,β-phenylethylamine,,,,,f,Agonist,Partial agonist,,Not Determined,f,,,-,,,,-,,,,=,,,,20559446
10660,TAAR4P ,,Taar4,Q923Y7,ENSRNOG00000029877,,,,,,,Rat,naphazoline,,,,,t,Agonist,Partial agonist,,Not Determined,f,,,-,,,,-,,,,=,,,,20559446
10661,TAAR5,,Taar5,Q5QD14,ENSMUSG00000069706,,,,,,,Mouse,dimethylethylamine,,,,,f,Agonist,Full agonist,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,17088868
10662,TAAR5,,Taar5,Q5QD14,ENSMUSG00000069706,,,,,,,Mouse,trimethylamine,,,,,f,Agonist,Full agonist,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,16878137
10663,TAS2R31,,TAS2R31,P59538,ENSG00000256436,,,,,,,Human,6-methoxysakuranetin,,,,,f,Antagonist,Antagonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,21650152
10664,TAS2R31,,TAS2R31,P59538,ENSG00000256436,,,,,,,Human,GIV3727,,,,,f,Antagonist,Antagonist,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,20537538
10665,TAS2R5,,TAS2R5,Q9NYW4,ENSG00000127366,,,,,,,Human,T5-8,,,,,f,Agonist,Agonist,,Not Determined,f,f,,pEC50,,,,EC50,,,,=,Measuring ligand-induced intracellular calcium release in immortalized human airway smooth muscle cells.,,,
10666,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,BMS-986165,,,,,f,Allosteric modulator,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Binding to JAK1 JH2 pseudokinase domain.,,,31318208
10667,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,abrocitinib,,,,,f,Inhibitor,Inhibition,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,29298069
10668,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,AZD1480,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,<,,,,21138246
10669,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,AZD4205,,,,,f,Inhibitor,Inhibition,,Selective,f,f,,pIC50,,,,IC50,,,,=,Inhbition of JAK1 enzymatic activity.,,,32297743
10670,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,baricitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,24417533
10671,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,baricitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,20363976
10672,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,BMS-911543,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,22015772
10673,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,brepocitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30113844
10674,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,cerdulatinib,,,,,f,Inhibitor,Inhibition,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,25253883
10675,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,compound 18e [PMID: 31670517],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,31670517
10676,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,compound 19a [PMID: 24359159],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,<,,,,24359159
10677,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,compound 5e [PMID: 28580438],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Measured using the JAK1 JH2 domain-pseudokinase.,,,28580438
10678,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,decernotinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24417533
10679,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,decernotinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24417533
10680,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,delgocitinib,,,,,t,Inhibitor,Inhibition,,Non-selective,f,t,,pIC50,,,,IC50,,,,=,,,,32511913
10681,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,delgocitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,"In an assay using the kinase domain of the recombinant human enzyme, a biotinylated peptide substrate, and [33P]ATP.",,,25387665
10682,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,example 1 [WO2018112379A1],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Determined in a biochemical high-throughput mass spectrometry (HTMS) assay.,,,
10683,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,example 1 [WO2020051105A1],,,,,f,Inhibitor,Inhibition,,Non-selective,f,f,,pKi,,,,Ki,,,,=,,,,
10684,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,fedratinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,21106455
10685,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,filgotinib,,,,,t,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,24417533
10686,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,filgotinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,24006460
10687,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,ilginatinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,22829185
10688,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,itacitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,<,,,,
10689,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,izencitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pKi,,,,Ki,,,,<,,,,
10690,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,JAK3 inhibitor 32,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30423248
10691,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,JAK3 inhibitor 34,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30423248
10692,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,JAK3 inhibitor II,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,>,,,,18094329
