,receptor,family,gene
585,Endoplasmic reticulum aminopeptidase 1,M1: Aminopeptidase N,"['CG7653', 'CG9806', 'CG2111', 'CG6071', 'CG5849', 'CG3502', 'CG31233', 'CG31343', 'CG31445', 'SP1029', 'CG46339']"
586,Glutamyl aminopeptidase,M1: Aminopeptidase N,"['CG8773', 'CG8774', 'CG32473']"
587,Leucyl-cysteinyl aminopeptidase,M1: Aminopeptidase N,"['CG7653', 'CG9806', 'CG2111', 'CG6071', 'CG5849', 'CG3502', 'CG31233', 'CG31343', 'CG31445', 'SP1029', 'CG46339', 'CG7653', 'CG9806', 'CG2111', 'CG6071', 'CG5849', 'CG3502', 'CG31233', 'CG31343', 'CG31445', 'SP1029', 'CG46339']"
588,Leukotriene A4 hydrolase,M1: Aminopeptidase N,['CG10602']
589,Puromycin-sensitive aminopeptidase,M1: Aminopeptidase N,['Psa']
590,TRH-specific aminopeptidase,M1: Aminopeptidase N,"['CG7653', 'CG9806', 'CG2111', 'CG6071', 'CG5849', 'CG3502', 'CG31233', 'CG31343', 'CG31445', 'SP1029', 'CG46339']"
591,Carnosine dipeptidase 2,M20: Carnosine dipeptidase,['Cndp2']
592,Methionyl aminopeptidase 1,M24: Methionyl aminopeptidase,['CG13630']
593,Methionyl aminopeptidase type 1D (mitochondrial),M24: Methionyl aminopeptidase,['CG5188']
594,X-prolyl aminopeptidase 1,M24: Methionyl aminopeptidase,['ApepP']
595,glutaminyl-peptide cyclotransferase,M28: Aminopeptidase Y,"['QC', 'CG32413']"
596,dipeptidyl peptidase 3,M49: Dipeptidyl-peptidase III,['DppIII']
597,"proteasome 26S subunit, non-ATPase 14",M67: PSMD14 peptidase,['Rpn11']
598,Ras converting CAAX endopeptidase 1,M79: Prenyl protease 2,['Sras']
599,MAPK activated protein kinase 3,MAPKAPK subfamily,['MAPk-Ak2']
600,Microtubule associated serine/threonine kinase 1,MAST family,['CG32944']
601,Microtubule associated serine/threonine kinase 2,MAST family,['CG32944']
602,Microtubule associated serine/threonine kinase 3,MAST family,['CG32944']
603,Microtubule associated serine/threonine kinase 4,MAST family,"['CG32944', 'CG32944']"
604,Microtubule associated serine/threonine kinase-like,MAST family,['gwl']
605,calcium/calmodulin dependent protein kinase kinase 1,Meta subfamily,['CG17698']
606,MAPK interacting serine/threonine kinase 1,MKN subfamily,['Lk6']
607,MAPK interacting serine/threonine kinase 2,MKN subfamily,['Lk6']
608,"MOS proto-oncogene, serine/threonine kinase",MOS family,['Mos']
609,ribosomal protein S6 kinase A5,MSK subfamily,['S6k']
610,ribosomal protein S6 kinase A4,MSK subfamily,['S6k']
611,misshapen like kinase 1,MSN subfamily,['msn']
612,TRAF2 and NCK interacting kinase,MSN subfamily,['msn']
613,serine/threonine kinase 3,MST subfamily,['hpo']
614,serine/threonine kinase 16,NAK family,['CG1227']
615,large tumor suppressor kinase 1,NDR family,['wts']
616,large tumor suppressor kinase 2,NDR family,['CG32944']
617,Serine/threonine kinase 38,NDR family,['trc']
618,Serine/threonine kinase 38 like,NDR family,['trc']
619,N-acylsphingosine amidohydrolase 2,Neutral ceramidases,['CDase']
620,embryonic ectoderm development,Neutral sphingomyelinase coupling factors,"['esc', 'escl']"
621,NIMA related kinase 1,NIMA (never in mitosis gene a)- related kinase (NEK) family,['lic']
622,NIMA related kinase 9,NIMA (never in mitosis gene a)- related kinase (NEK) family,['niki']
623,SH3 domain binding kinase 1,NKF1 family,"['meng', 'CG4945', 'meng', 'CG4945']"
624,PTEN induced kinase 1,NKF2 family,['Pink1']
625,PDLIM1 interacting kinase 1 like,NKF4 family,['Wee1']
626,nuclear receptor binding protein 2,NRBP family,['Madm']
627,dihydrofolate reductase,Nucleoside synthesis and metabolism,['Dhfr']
628,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",Nucleoside synthesis and metabolism,['Gart']
629,dihydroorotate dehydrogenase (quinone),Nucleoside synthesis and metabolism,['Dhod']
630,inosine monophosphate dehydrogenase 1,Nucleoside synthesis and metabolism,['ras']
631,thymidylate synthetase,Nucleoside synthesis and metabolism,['Ts']
632,purine nucleoside phosphorylase,Nucleoside synthesis and metabolism,"['CG18128', 'CG16758']"
633,xanthine dehydrogenase,Nucleoside synthesis and metabolism,['ry']
634,ribonucleotide reductase catalytic subunit M1,Nucleoside synthesis and metabolism,['RnrL']
635,ribonucleotide reductase regulatory subunit M2,Nucleoside synthesis and metabolism,['RnrS']
636,ribonucleotide reductase regulatory TP53 inducible subunit M2B,Nucleoside synthesis and metabolism,['RnrS']
637,dihydropyrimidine dehydrogenase,Nucleotide turnover,['su(r)']
638,cyclin G associated kinase,Numb-associated kinase (NAK) family,['aux']
639,G protein-coupled receptor kinase 1,Opsin/rhodopsin kinases,['Gprk2']
640,alpha kinase 3,Other alpha kinase family kinases,['bt']
641,citron rho-interacting serine/threonine kinase,Other DMPK family kinases,['sti']
642,eukaryotic translation initiation factor 2 alpha kinase 1,Other PEK family kinases,['Wee1']
643,eukaryotic translation initiation factor 2 alpha kinase 2,Other PEK family kinases,['Wee1']
644,dual serine/threonine and tyrosine protein kinase,Other-unique family,['Madm']
645,mitogen-activated protein kinase 14,p38 subfamily,['p38b']
646,mitogen-activated protein kinase 11,p38 subfamily,['p38a']
647,ribosomal protein S6 kinase B1,p70 subfamily,"['JIL-1', 'S6k']"
648,ribosomal protein S6 kinase B2,p70 subfamily,['S6k']
649,p21 (RAC1) activated kinase 1,PAKA subfamily,['Pak']
650,p21 (RAC1) activated kinase 2,PAKA subfamily,"['Pak', 'Pak']"
651,p21 (RAC1) activated kinase 3,PAKA subfamily,['Pak']
652,PAS domain containing serine/threonine kinase,PASK subfamily,['Pask']
653,pyruvate dehydrogenase kinase 1,PDHK family,['Pdk']
654,pyruvate dehydrogenase kinase 2,PDHK family,['Pdk']
655,pyruvate dehydrogenase kinase 3,PDHK family,['Pdk']
656,pyruvate dehydrogenase kinase 4,PDHK family,['Pdk']
657,3-phosphoinositide dependent protein kinase 1,PDK1 family,['Pdk1']
658,eukaryotic translation initiation factor 2 alpha kinase 3,PEK subfamily,['Wee1']
659,PLD1,Phosphatidylcholine-specific phospholipase D,['Pld']
660,PLD2,Phosphatidylcholine-specific phospholipase D,['Pld']
661,phosphatidylinositol 3-kinase catalytic subunit type 3,Phosphatidylinositol 3-kinase family,['Pi3K59F']
662,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","Phosphatidylinositol-4,5-bisphosphate 3-kinase family",['Pi3K68D']
663,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","Phosphatidylinositol-4,5-bisphosphate 3-kinase family","['Pi3K68D', 'Pi3K92E']"
664,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","Phosphatidylinositol-4,5-bisphosphate 3-kinase family","['Pi3K68D', 'Pi3K92E']"
665,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","Phosphatidylinositol-4,5-bisphosphate 3-kinase family","['Pi3K68D', 'Pi3K92E']"
666,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,Phosphatidylinositol-4-phosphate 3-kinase family,"['Pi3K68D', 'Pi3K92E']"
667,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,Phosphatidylinositol-4-phosphate 3-kinase family,"['Pi3K68D', 'Pi3K92E']"
668,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,Phosphatidylinositol-4-phosphate 3-kinase family,"['Pi3K68D', 'Pi3K92E']"
669,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",Phosphatidylinositol kinases,['Pi3K68D']
670,phosphatidylinositol 4-kinase alpha,Phosphatidylinositol kinases,['PI4KIIIalpha']
671,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",Phosphatidylinositol kinases,"['Pi3K68D', 'Pi3K92E']"
672,phosphatidylinositol 4-kinase beta,Phosphatidylinositol kinases,['fwd']
673,phosphatidylinositol 4-kinase type 2 alpha,Phosphatidylinositol kinases,['Pi4KIIalpha']
674,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",Phosphatidylinositol kinases,"['Pi3K68D', 'Pi3K92E']"
675,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",Phosphatidylinositol kinases,"['Pi3K68D', 'Pi3K92E']"
676,phosphatidylinositol 4-kinase type 2 beta,Phosphatidylinositol kinases,['Pi4KIIalpha']
677,phosphoinositide-3-kinase regulatory subunit 2,Phosphatidylinositol kinases,['Pi3K21B']
678,phosphoinositide-3-kinase regulatory subunit 3,Phosphatidylinositol kinases,['Pi3K21B']
679,phosphoinositide-3-kinase regulatory subunit 4,Phosphatidylinositol kinases,['Vps15']
680,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,Phosphatidylinositol kinases,"['Pi3K68D', 'Pi3K92E']"
681,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,Phosphatidylinositol kinases,"['Pi3K68D', 'Pi3K92E']"
682,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,Phosphatidylinositol kinases,"['Pi3K68D', 'Pi3K92E']"
683,phosphatidylinositol 3-kinase catalytic subunit type 3,Phosphatidylinositol kinases,['Pi3K59F']
684,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,Phosphatidylinositol phosphate kinases,"['sktl', 'PIP5K59B']"
685,phosphodiesterase 4B,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['dnc']
686,phosphodiesterase 6D,"Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)",['PrBP']
687,PLCβ1,Phosphoinositide-specific phospholipase C,['Plc21C']
688,PLCβ2,Phosphoinositide-specific phospholipase C,['Plc21C']
689,PLCβ3,Phosphoinositide-specific phospholipase C,['Plc21C']
690,PLCβ4,Phosphoinositide-specific phospholipase C,['norpA']
691,PLCγ1,Phosphoinositide-specific phospholipase C,['Plc21C']
692,PLCγ2,Phosphoinositide-specific phospholipase C,['Plc21C']
693,PLCδ1,Phosphoinositide-specific phospholipase C,['Plc21C']
694,PLCδ3,Phosphoinositide-specific phospholipase C,['Plc21C']
695,PLCδ4,Phosphoinositide-specific phospholipase C,['Plc21C']
696,PLCε1,Phosphoinositide-specific phospholipase C,['Plc21C']
697,PLCζ1,Phosphoinositide-specific phospholipase C,['Plc21C']
698,PLCη1,Phosphoinositide-specific phospholipase C,['Plc21C']
699,PLCη2,Phosphoinositide-specific phospholipase C,['Plc21C']
700,sPLA2-3,Phospholipase A2,"['GIIIspla2', 'sPLA2', 'CG30503']"
701,iPLA2-G6,Phospholipase A2,"['iPLA2-VIA', 'mask']"
702,sPLA2-12A,Phospholipase A2,['GXIVsPLA2']
703,cyclin dependent kinase 11B,PITSLRE subfamily,['Pitslre']
704,polo like kinase 1,Polo-like kinase (PLK) family,['polo']
705,polo like kinase 4,Polo-like kinase (PLK) family,['SAK']
706,poly(ADP-ribose) polymerase 1,Poly ADP-ribose polymerases,['Parp']
707,mPGES1,Prostaglandin synthases,"['Mgstl', 'CG33177', 'CG33178']"
708,mPGES2,Prostaglandin synthases,['Su(P)']
709,cPGES,Prostaglandin synthases,['p23']
710,H-PGDS,Prostaglandin synthases,['GstS1']
711,AKR1C3,Prostaglandin synthases,"['CG18547', 'CG3397']"
712,CBR1,Prostaglandin synthases,"['CG7601', 'CG31546', 'CG31548', 'CG7601', 'CG31546', 'CG31548']"
713,HPGD,Prostaglandin synthases,"['Adh', 'Fbp2', 'Pdh', 'CG4842', 'CG18814']"
714,"protein kinase, cAMP-dependent, regulatory, type I, beta subunit",Protein kinase A (PKA) family,['Pka-R1']
715,"protein kinase, cAMP-dependent, regulatory, type II, alpha subunit",Protein kinase A (PKA) family,['Pka-R2']
716,"protein kinase, cAMP-dependent, catalytic, alpha subunit",Protein kinase A (PKA) family,"['Pka-C2', 'Pkg21D', 'CG12069']"
717,"protein kinase, cAMP-dependent, catalytic, beta subunit",Protein kinase A (PKA) family,"['Pka-C2', 'Pkg21D', 'CG12069']"
718,protein kinase X-linked,Protein kinase A (PKA) family,['Pka-C3']
719,Protein kinase G (PKG) 2,Protein kinase G (PKG) family,"['Pka-C2', 'CG12069']"
720,protein kinase N1,Protein kinase N (PKN) family,['Pkcdelta']
721,protein kinase N2,Protein kinase N (PKN) family,['Pkcdelta']
722,protein kinase N3,Protein kinase N (PKN) family,"['Pkc53E', 'inaC', 'Pkcdelta']"
723,pre-mRNA processing factor 4B,PRP4 subfamily,['CG7028']
724,salt inducible kinase 2,QIK subfamily,['Sik2']
725,"RAB27A, member RAS oncogene family",RAB subfamily,['Rab27']
726,checkpoint kinase 2,RAD53 family,['lok']
727,HRAS,RAS subfamily,['Ras85D']
728,male germ cell associated kinase,RCK family,['CG42366']
729,Rho associated coiled-coil containing protein kinase 2,Rho kinase,['Rok']
730,RIO kinase 1,RIO1 subfamily,['RIOK1']
731,RIO kinase 2,RIO2 subfamily,['RIOK2']
732,RIO kinase 3,RIO3 subfamily,['CG3008']
733,ribosomal protein S6 kinase like 1,RSKL family,['CG7156']
734,ribosomal protein S6 kinase A1,RSK subfamily,['S6k']
735,ribosomal protein S6 kinase A3,RSK subfamily,['S6k']
736,ribosomal protein S6 kinase A2,RSK subfamily,['S6k']
737,ribosomal protein S6 kinase A6,RSK subfamily,['S6k']
738,Serine carboxypeptidase 1,S10: Carboxypeptidase Y,"['hiro', 'CG31821', 'CG31823', 'CG32483']"
739,Vitellogenic carboxypeptidase-like protein,S10: Carboxypeptidase Y,['CG4572']
740,chymotrypsin C,S1: Chymotrypsin,['CG11912']
741,complement C1r,S1: Chymotrypsin,"['CG31266', 'CG31267']"
742,coagulation factor XII,S1: Chymotrypsin,"['etaTry', 'CG3795', 'CG6041', 'CG11911', 'CG4271', 'CG3650', 'CG16998', 'CG10663', 'Sems', 'CG11037', 'CG7142', 'CG32269', 'CG32270', 'CG32271', 'CG32755', 'CG33159', 'CG33160', 'Phae1']"
743,granzyme A,S1: Chymotrypsin,"['CG14780', 'CG14227', 'CG11664', 'CG30287', 'CG30288', 'CG30289', 'CG30414', 'CG31205', 'CG33225', 'CG33226', 'CG30283']"
744,granzyme K,S1: Chymotrypsin,"['CG14780', 'CG14227', 'CG11664', 'CG30287', 'CG30288', 'CG30289', 'CG30414', 'CG31205', 'CG33225', 'CG33226', 'CG30283']"
745,kallikrein B1,S1: Chymotrypsin,"['etaTry', 'CG3795', 'CG6041', 'CG11911', 'CG4271', 'CG3650', 'CG16998', 'CG10663', 'Sems', 'CG11037', 'CG7142', 'CG31266', 'CG31267', 'CG32269', 'CG32270', 'CG32271', 'CG32755', 'CG33159', 'CG33160', 'Phae1']"
746,kallikrein 1,S1: Chymotrypsin,"['CG4477', 'CG4477', 'CG4477']"
747,"protein C, inactivator of coagulation factors Va and VIIIa",S1: Chymotrypsin,"['CG9672', 'CG32834', 'CG34043']"
748,suppression of tumorigenicity 14,S1: Chymotrypsin,"['Sb', 'CG17242']"
749,transmembrane serine protease 2,S1: Chymotrypsin,"['Sb', 'CG1632', 'CG17242']"
750,transmembrane serine protease 6,S1: Chymotrypsin,"['Sb', 'CG1632', 'CG17242']"
751,transmembrane serine protease 11D,S1: Chymotrypsin,"['Sb', 'CG1632', 'CG10587', 'CG17242']"
752,tryptase gamma 1,S1: Chymotrypsin,"['ea', 'Ser6', 'CG4793', 'CG18478', 'CG18477', 'CG9676', 'CG4653', 'CG1304', 'CG4259', 'CG18557', 'CG3117', 'CG3355', 'CG5390', 'SPH93', 'CG18563', 'CG8586', 'CG8738', 'CG8172', 'tpr', 'CG9294', 'CG14990', 'CG6462', 'CG4613', 'CG9372', 'Sp7', 'CG11836', 'CG9737', 'CG9733', 'CG11313', 'CG18735', 'CG31780', 'CG31827', 'CG32376', 'CG32523', 'CG40160', 'flz']"
753,Dipeptidyl-peptidase 7,S28: Lysosomal Pro-Xaa carboxypeptidase,"['CG3734', 'CG18493', 'CG3739', 'CG11626']"
754,Prolylcarboxypeptidase,S28: Lysosomal Pro-Xaa carboxypeptidase,['CG2493']
755,"lipase, gastric",S33: Prolyl aminopeptidase,"['Lip3', 'Lip1', 'Lip2', 'CG2772', 'Lip4', 'CG18301', 'CG18302', 'CG7329', 'CG3635', 'CG8093', 'CG11406', 'mag', 'CG11598', 'CG11600', 'CG11608', 'CG6753', 'CG18530', 'CG18284', 'CG31089', 'CG31091', 'CG31871', 'CG31872', 'CG17097']"
756,protein phosphatase methylesterase 1,S33: Prolyl aminopeptidase,['CG5068']
757,"membrane bound transcription factor peptidase, site 1",S8: Subtilisin,['S1P']
758,proprotein convertase subtilisin/kexin type 2,S8: Subtilisin,['amon']
759,proprotein convertase subtilisin/kexin type 4,S8: Subtilisin,['Fur2']
760,proprotein convertase subtilisin/kexin type 6,S8: Subtilisin,['Fur2']
761,proprotein convertase subtilisin/kexin type 9,S8: Subtilisin,['Fur2']
762,tripeptidyl peptidase 2,S8: Subtilisin,['TppII']
763,dipeptidyl peptidase 4,S9: Prolyl oligopeptidase,['CG3744']
764,dipeptidyl peptidase 8,S9: Prolyl oligopeptidase,['CG3744']
765,dipeptidyl peptidase 9,S9: Prolyl oligopeptidase,['CG3744']
766,prolyl endopeptidase,S9: Prolyl oligopeptidase,"['CG5355', 'CG2528']"
767,prolyl endopeptidase like,S9: Prolyl oligopeptidase,"['CG5355', 'CG2528']"
768,SCY1 like pseudokinase 1,SCY1 family,['yata']
769,SCY1 like pseudokinase 2,SCY1 family,['CG1951']
770,serine palmitoyltransferase long chain base subunit 1,Serine palmitoyltransferase,['Spt-I']
771,serine palmitoyltransferase small subunit A,Serine palmitoyltransferase,"['CG34194', 'CG34293']"
772,serine palmitoyltransferase small subunit B,Serine palmitoyltransferase,"['CG34194', 'CG34293']"
773,serum/glucocorticoid regulated kinase 1,SGK family,['CG32944']
774,PX domain containing serine/threonine kinase like,Slob family,['CG8726']
775,"delta 4-desaturase, sphingolipid 1",Sphingolipid Δ4-desaturase,['ifc']
776,"delta 4-desaturase, sphingolipid 2",Sphingolipid Δ4-desaturase,['ifc']
777,sphingomyelin phosphodiesterase 1,Sphingomyelin phosphodiesterase,['CG3376']
778,sphingomyelin phosphodiesterase 2,Sphingomyelin phosphodiesterase,['nSMase']
779,sphingomyelin phosphodiesterase 4,Sphingomyelin phosphodiesterase,['CG6962']
780,sphingomyelin phosphodiesterase acid-like 3B,Sphingomyelin phosphodiesterase,['CG32052']
781,sterile alpha motif domain containing 8,Sphingomyelin synthase,['SMSr']
782,sphingosine-1-phosphate lyase 1,Sphingosine 1-phosphate lyase,['Sply']
783,sphingosine-1-phosphate phosphatase 1,Sphingosine 1-phosphate phosphatase,['CG31717']
784,sphingosine-1-phosphate phosphatase 2,Sphingosine 1-phosphate phosphatase,['CG31717']
785,sphingosine kinase 1,Sphingosine kinase,"['Sk1', 'Cerk', 'Sk2']"
786,sphingosine kinase 2,Sphingosine kinase,"['Sk1', 'Cerk', 'Sk2']"
787,mitogen-activated protein kinase kinase kinase 2,STE11 family,['lic']
788,mitogen-activated protein kinase kinase kinase 3,STE11 family,['lic']
789,mitogen-activated protein kinase kinase kinase 4,STE11 family,['lic']
790,mitogen-activated protein kinase kinase kinase 5,STE11 family,['Ask1']
791,mitogen-activated protein kinase kinase kinase 6,STE11 family,['Ask1']
792,mitogen-activated protein kinase kinase 1,STE7 family,['Dsor1']
793,mitogen-activated protein kinase kinase 2,STE7 family,['Dsor1']
794,mitogen-activated protein kinase kinase 4,STE7 family,['Mkk4']
795,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",Sugar phosphatases,['Pfrx']
796,proteasome 20S subunit beta 1,T1: Proteasome,['Prosbeta6']
797,proteasome 20S subunit beta 2,T1: Proteasome,"['Prosbeta4R1', 'Prosbeta4R2', 'Prosbeta4']"
798,taspase 1,T2: Glycosylasparaginase precursor,['Tasp1']
799,tau tubulin kinase 1,Tau tubulin kinase (TTBK) family,['ball']
800,tau tubulin kinase 2,Tau tubulin kinase (TTBK) family,['Asator']
801,TBC1 domain containing kinase,TBCK family,['CG4041']
802,testis specific serine kinase 4,Testis specific kinase (TSSK) family,['CG9222']
803,thyroid peroxidase,Thyroid hormone turnover,"['Pxd', 'CG4009']"
804,iodotyrosine deiodinase,Thyroid hormone turnover,['Iyd']
805,PDZ binding kinase,TOPK family,['CG8173']
806,tousled like kinase 1,Tousled-like kinase (TLK) family,"['Tlk', 'Tlk']"
807,tribbles pseudokinase 1,Trbl family,['trbl']
808,tribbles pseudokinase 2,Trbl family,['trbl']
809,tribbles pseudokinase 3,Trbl family,['trbl']
810,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",Trio family,['bt']
811,striated muscle enriched protein kinase,Trio family,"['bt', 'zormin']"
812,TTK protein kinase,TTK family,['Mps1']
813,twinfilin actin binding protein 1,Twinfilin subfamily,['twf']
814,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,Type I PIP kinases (1-phosphatidylinositol-4-phosphate 5-kinase family),"['sktl', 'PIP5K59B']"
815,UDP glucuronosyltransferase family 1 member A1,UDP glucuronosyltransferases (UGT),"['Ugt36A1', 'Ugt35B1', 'Ugt35A1', 'Ugt37C1', 'Ugt37B1', 'Ugt37A1', 'Ugt36E1', 'Ugt49B1', 'Ugt36F1', 'Ugt307A1', 'Ugt36D1', 'Ugt49C1', 'Ugt316A1', 'Ugt37A2', 'Ugt37A3', 'Ugt49B2', 'Ugt303B3', 'Ugt303B1', 'Ugt303B2', 'Ugt304A1', 'Ugt302K1', 'Ugt303A1', 'Ugt35E1', 'Ugt35E2', 'Ugt302E1', 'Ugt302C1', 'Ugt37D1', 'Ugt37E1', 'Ugt37C2', 'Ugt305A1', 'Ugt35D1']"
816,serine/threonine kinase 36,Unc-51-like kinase (ULK) family,['fu']
817,unc-51 like autophagy activating kinase 1,Unc-51-like kinase (ULK) family,['Atg1']
818,unc-51 like autophagy activating kinase 2,Unc-51-like kinase (ULK) family,['Atg1']
819,unc-51 like kinase 3,Unc-51-like kinase (ULK) family,['Aduk']
820,VRK serine/threonine kinase 1,Vaccina related kinase (VRK) family,['ball']
821,VRK serine/threonine kinase 2,Vaccina related kinase (VRK) family,['ball']
822,VRK serine/threonine kinase 3,Vaccina related kinase (VRK) family,['ball']
823,phosphoinositide-3-kinase regulatory subunit 4,VPS15 family,['Vps15']
824,"protein kinase, membrane associated tyrosine/threonine 1",WEE family,['Myt1']
825,WEE1 G2 checkpoint kinase,WEE family,['Wee1']
826,WEE2 oocyte meiosis inhibiting kinase,WEE family,['Wee1']
827,WNK lysine deficient protein kinase 1,Wnk family,['Madm']
828,WNK lysine deficient protein kinase 3,Wnk family,['Madm']
829,WNK lysine deficient protein kinase 4,Wnk family,['Madm']
830,serine/threonine kinase 32A,YANK family,['CG32944']
831,serine/threonine kinase 32B,YANK family,['CG32944']
832,serine/threonine kinase 32C,YANK family,['CG32944']
833,serine/threonine kinase 24,YSK subfamily,['GckIII']
834,serine/threonine kinase 25,YSK subfamily,['GckIII']
835,ABCA1,ABCA subfamily,"['Eato', 'CG8908']"
836,ABCA2,ABCA subfamily,"['Eato', 'CG1801', 'CG8908', 'CG31213', 'CG34120']"
837,ABCA3,ABCA subfamily,"['Eato', 'CG1801', 'CG8908', 'CG31213', 'CG34120']"
838,ABCA4,ABCA subfamily,"['Eato', 'CG1801', 'CG8908', 'CG31213', 'CG34120']"
839,ABCA5,ABCA subfamily,"['Eato', 'CG1801', 'CG8908', 'CG31213', 'CG34120']"
840,ABCA6,ABCA subfamily,"['Eato', 'CG1494', 'ABCA', 'CG1801', 'CG8908', 'CG6052', 'CG31213', 'CG34120', 'CG43672']"
841,ABCA7,ABCA subfamily,"['Eato', 'CG1801', 'CG8908', 'CG31213', 'CG34120']"
842,ABCA8,ABCA subfamily,"['Eato', 'CG1494', 'ABCA', 'CG1801', 'CG8908', 'CG6052', 'CG31213', 'CG34120', 'CG43672']"
843,ABCA9,ABCA subfamily,"['Eato', 'CG1494', 'ABCA', 'CG1801', 'CG8908', 'CG6052', 'CG31213', 'CG34120', 'CG43672']"
844,ABCA12,ABCA subfamily,"['Eato', 'CG1801', 'CG8908', 'CG31213', 'CG34120']"
845,ABCA13,ABCA subfamily,"['Eato', 'CG1801', 'CG8908', 'CG31213', 'CG34120', 'CG43672']"
846,ABCB6,ABCB subfamily,['Hmt-1']
847,ABCB7,ABCB subfamily,['ABCB7']
848,ABCB10,ABCB subfamily,['CG3156']
849,ABCC1,ABCC subfamily,"['l(2)03659', 'CG7627', 'MRP', 'CG9270', 'CG10505', 'CG4562', 'rdog', 'CG11898', 'CG31792', 'Mrp4']"
850,ABCC2,ABCC subfamily,"['l(2)03659', 'CG7627', 'MRP', 'CG9270', 'CG10505', 'CG4562', 'rdog', 'CG11898', 'CG31792', 'Mrp4']"
851,ABCC3,ABCC subfamily,"['l(2)03659', 'CG7627', 'MRP', 'CG9270', 'CG10505', 'CG4562', 'rdog', 'CG11898', 'CG31792', 'Mrp4']"
852,ABCC4,ABCC subfamily,"['l(2)03659', 'CG7627', 'MRP', 'CG9270', 'CG10505', 'CG4562', 'rdog', 'CG11898', 'CG31792', 'Mrp4']"
853,ABCC5,ABCC subfamily,"['l(2)03659', 'CG7627', 'MRP', 'CG9270', 'CG10505', 'CG4562', 'rdog', 'CG11898', 'CG31792', 'Mrp4']"
854,ABCC6,ABCC subfamily,"['l(2)03659', 'CG7627', 'MRP', 'CG9270', 'CG10505', 'CG4562', 'rdog', 'CG11898', 'CG31792', 'Mrp4']"
855,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",ABCC subfamily,"['l(2)03659', 'CG7627', 'MRP', 'CG9270', 'CG10505', 'CG4562', 'rdog', 'CG11898', 'CG31792', 'Mrp4']"
856,ABCC9,ABCC subfamily,"['l(2)03659', 'CG7627', 'MRP', 'CG9270', 'CG10505', 'CG4562', 'rdog', 'CG11898', 'CG31792', 'Mrp4']"
857,ABCC10,ABCC subfamily,"['l(2)03659', 'CG7627', 'MRP', 'CG9270', 'CG10505', 'CG4562', 'rdog', 'CG11898', 'CG31792', 'Mrp4']"
858,ABCC12,ABCC subfamily,"['l(2)03659', 'CG7627', 'MRP', 'CG9270', 'CG10505', 'CG4562', 'rdog', 'CG11898', 'CG31792', 'Mrp4']"
859,ABCD1,ABCD subfamily of peroxisomal ABC transporters,['ABCD']
860,ABCD2,ABCD subfamily of peroxisomal ABC transporters,['ABCD']
861,ABCD3,ABCD subfamily of peroxisomal ABC transporters,['Pmp70']
862,ABCG1,ABCG subfamily,"['st', 'w', 'Atet', 'CG4822', 'CG31689', 'CG9663', 'CG31121', 'CG32091']"
863,ABCG2,ABCG subfamily,"['st', 'w', 'Atet', 'CG4822', 'CG31689', 'CG9663', 'CG31121', 'CG32091']"
864,ABCG4,ABCG subfamily,"['st', 'w', 'Atet', 'CG4822', 'CG31689', 'CG9663', 'CG31121', 'CG32091']"
865,ABCG5,ABCG subfamily,['CG11069']
866,ABCG8,ABCG subfamily,"['st', 'w', 'Atet', 'CG4822', 'CG31689', 'CG9663', 'CG31121', 'CG32091']"
867,SLC26A9,Anion channels,['Prestin']
868,Anion exchange protein 1,Anion exchangers,"['CG8177', 'Ndae1']"
869,Anion exchange protein 2,Anion exchangers,"['CG8177', 'Ndae1']"
870,Anion exchange protein 3,Anion exchangers,"['CG8177', 'Ndae1']"
871,Anion exchange protein 4,Anion exchangers,"['CG8177', 'Ndae1']"
872,SERCA3,Ca2+-ATPases,['SERCA']
873,PMCA4,Ca2+-ATPases,['PMCA']
874,DRA,Chloride/bicarbonate exchangers,['Prestin']
